Date;Kejernihan Langit;Suhu;Kecepatan Angin
28/11/2023;0.48;20.24;0.67
29/11/2023;0.37;20.69;0.66
30/11/2023;0.41;20.36;0.58
01/12/2023;0.46;20.19;0.84
02/12/2023;0.42;20.34;1.17
03/12/2023;0.41;19.99;1.12
04/12/2023;0.48;20.27;0.46
05/12/2023;0.27;20.63;0.41
06/12/2023;0.44;20.8;0.68
07/12/2023;0.44;20.6;0.64
08/12/2023;0.52;20.63;0.51
09/12/2023;0.49;21.02;0.93
10/12/2023;0.52;20.72;0.49
11/12/2023;0.46;20.65;0.62
12/12/2023;0.38;19.32;0.46
13/12/2023;0.52;20.46;0.78
14/12/2023;0.41;20;0.78
15/12/2023;0.41;20;0.51
16/12/2023;0.48;20.81;0.69
17/12/2023;0.43;20.72;0.6
18/12/2023;0.44;20.17;0.6
19/12/2023;0.59;20.64;0.88
20/12/2023;0.54;20.59;0.93
21/12/2023;0.52;20.19;0.55
22/12/2023;0.54;19.61;1.12
23/12/2023;0.51;19.93;1.3
24/12/2023;0.23;20.31;0.91
25/12/2023;0.29;19.96;0.45
26/12/2023;0.49;20.15;0.52
27/12/2023;0.49;21.06;1
28/12/2023;0.47;20.01;0.99
29/12/2023;0.37;19.93;0.98
30/12/2023;0.33;19.62;0.68
31/12/2023;0.48;19.83;0.74
01/01/2024;0.49;20.35;0.77
02/01/2024;0.52;21;0.57
03/01/2024;0.37;20.69;0.47
04/01/2024;0.55;20.91;0.61
05/01/2024;0.5;20.92;0.57
06/01/2024;0.43;20.68;0.59
07/01/2024;0.42;19.62;0.91
08/01/2024;0.49;20.93;0.8
09/01/2024;0.34;20.45;0.74
10/01/2024;0.43;20.8;0.85
11/01/2024;0.56;20.49;1
12/01/2024;0.59;20.18;1.13
13/01/2024;0.61;19.91;0.84
14/01/2024;0.59;19.41;0.75
15/01/2024;0.46;20.61;0.53
16/01/2024;0.53;20.35;0.6
17/01/2024;0.3;20.2;0.45
18/01/2024;0.52;19.75;0.81
19/01/2024;0.45;20.01;0.88
20/01/2024;0.58;20.09;0.67
21/01/2024;0.55;19.68;0.99
22/01/2024;0.62;20.62;0.78
23/01/2024;0.53;20.13;0.62
24/01/2024;0.45;20.88;0.57
25/01/2024;0.48;20.75;0.62
26/01/2024;0.48;20.67;0.88
27/01/2024;0.45;20.09;0.49
28/01/2024;0.46;20.9;0.48
29/01/2024;0.51;20.83;0.52
30/01/2024;0.57;21.24;0.73
31/01/2024;0.6;20.74;0.75
01/02/2024;0.59;21.12;0.71
02/02/2024;0.54;21.31;0.59
03/02/2024;0.48;21.24;0.46
04/02/2024;0.61;21.05;0.67
05/02/2024;0.66;20.83;0.74
06/02/2024;0.62;20.6;0.76
07/02/2024;0.61;21.29;0.79
08/02/2024;0.57;20.87;0.59
09/02/2024;0.58;20.44;0.95
10/02/2024;0.57;20.53;1.03
11/02/2024;0.58;19.82;1.21
12/02/2024;0.55;19.56;1.43
13/02/2024;0.63;20.88;1.13
14/02/2024;0.52;20.96;1.02
15/02/2024;0.38;20.77;0.91
16/02/2024;0.52;20.67;0.86
17/02/2024;0.48;20.99;0.59
18/02/2024;0.48;20.97;0.56
19/02/2024;0.39;20.81;0.48
20/02/2024;0.38;20.8;0.52
21/02/2024;0.57;20.95;0.48
22/02/2024;0.55;21.38;0.56
23/02/2024;0.6;21.38;0.71
24/02/2024;0.63;21.17;0.53
25/02/2024;0.62;21.32;0.67
26/02/2024;0.59;21.33;0.88
27/02/2024;0.62;21.15;0.98
28/02/2024;0.59;21.3;0.63
29/02/2024;0.52;21.23;0.69
01/03/2024;0.55;21.35;0.66
02/03/2024;0.51;20.44;0.87
03/03/2024;0.51;21.31;0.84
04/03/2024;0.41;21.64;0.39
05/03/2024;0.35;21.1;0.65
06/03/2024;0.52;21.09;0.62
07/03/2024;0.44;20.87;0.67
08/03/2024;0.42;19.24;0.7
09/03/2024;0.49;20.5;0.62
10/03/2024;0.51;21.01;0.72
11/03/2024;0.65;21.04;0.85
12/03/2024;0.7;21.11;0.79
13/03/2024;0.66;20.69;0.58
14/03/2024;0.68;21.01;0.54
15/03/2024;0.6;21.55;0.88
16/03/2024;0.53;21.33;0.66
17/03/2024;0.6;21.36;0.59
18/03/2024;0.55;22.02;0.61
19/03/2024;0.62;20.4;0.57
20/03/2024;0.42;20.07;0.58
21/03/2024;0.49;21.23;0.61
22/03/2024;0.56;22.35;0.66
23/03/2024;0.42;21.62;0.56
24/03/2024;0.62;22.03;0.73
25/03/2024;0.52;21.84;0.71
26/03/2024;0.38;20.32;0.59
27/03/2024;0.33;20.97;0.55
28/03/2024;0.61;21.55;0.76
29/03/2024;0.55;21.76;0.8
30/03/2024;0.41;21.6;0.87
31/03/2024;0.5;21.62;0.71
01/04/2024;0.4;22.05;0.51
02/04/2024;0.56;22.56;0.44
03/04/2024;0.48;22.69;0.76
04/04/2024;0.53;21.91;0.36
05/04/2024;0.63;21.92;0.48
06/04/2024;0.66;22.94;0.64
07/04/2024;0.62;22.51;1.06
08/04/2024;0.47;21.81;0.46
09/04/2024;0.45;21.37;0.73
10/04/2024;0.41;21.02;0.51
11/04/2024;0.53;21.83;0.97
12/04/2024;0.52;21.83;0.71
13/04/2024;0.59;22.08;0.75
14/04/2024;0.52;22.18;0.62
15/04/2024;0.58;22.44;0.7
16/04/2024;0.4;21.83;0.61
17/04/2024;0.45;21.79;0.44
18/04/2024;0.54;21.47;0.3
19/04/2024;0.43;21.68;0.59
20/04/2024;0.5;21.07;0.75
21/04/2024;0.53;21.75;0.59
22/04/2024;0.53;21.63;0.53
23/04/2024;0.53;22.62;0.6
24/04/2024;0.52;22.39;0.55
25/04/2024;0.41;22.57;0.59
26/04/2024;0.52;22.62;0.73
27/04/2024;0.45;22.55;0.64
28/04/2024;0.47;22.42;0.66
29/04/2024;0.55;22.74;0.62
30/04/2024;0.47;23.06;0.7
01/05/2024;0.54;22.49;0.59
02/05/2024;0.45;22.71;0.77
03/05/2024;0.33;22.87;0.53
04/05/2024;0.54;22.55;0.41
05/05/2024;0.55;23.01;0.59
06/05/2024;0.55;22.69;0.58
07/05/2024;0.51;22.31;0.65
08/05/2024;0.55;22.35;0.51
09/05/2024;0.56;21.76;0.38
10/05/2024;0.45;22.14;0.47
11/05/2024;0.42;21.76;0.63
12/05/2024;0.49;21.49;0.57
13/05/2024;0.45;20.38;0.64
14/05/2024;0.48;21.99;0.78
15/05/2024;0.46;21.85;0.63
16/05/2024;0.43;22.19;0.72
17/05/2024;0.41;22.07;0.46
18/05/2024;0.55;21.42;0.41
19/05/2024;0.48;21.73;0.52
20/05/2024;0.3;21.65;0.54
21/05/2024;0.41;20.58;1.03
22/05/2024;0.48;20.44;0.98
23/05/2024;0.58;20.1;1.01
24/05/2024;0.48;21.05;0.76
25/05/2024;0.46;21.46;0.6
26/05/2024;0.59;21.14;0.67
27/05/2024;0.6;20.58;0.8
28/05/2024;0.57;21.14;0.8
29/05/2024;0.6;21.8;0.7
30/05/2024;0.52;21.23;0.85
31/05/2024;0.3;20.56;1.2
01/06/2024;0.37;19.66;1.15
02/06/2024;0.42;19.79;0.61
03/06/2024;0.48;20.65;0.47
04/06/2024;0.66;21.66;0.65
05/06/2024;0.63;21.05;0.65
06/06/2024;0.48;19.34;0.55
07/06/2024;0.6;20.76;0.57
08/06/2024;0.7;21.37;0.72
09/06/2024;0.66;20.79;1
10/06/2024;0.64;19.73;0.95
11/06/2024;0.59;19.48;0.95
12/06/2024;0.55;20.23;0.76
13/06/2024;0.57;20.44;0.75
14/06/2024;0.62;21.25;0.58
15/06/2024;0.55;20.48;0.61
16/06/2024;0.24;19.91;0.61
17/06/2024;0.43;19.95;0.61
18/06/2024;0.59;20.74;0.62
19/06/2024;0.57;20.52;0.45
20/06/2024;0.5;20.46;0.85
21/06/2024;0.34;18.72;1.45
22/06/2024;0.52;18.16;1.38
23/06/2024;0.53;18.73;1
24/06/2024;0.52;19.03;0.91
25/06/2024;0.59;19.96;0.92
26/06/2024;0.7;20.76;0.72
27/06/2024;0.49;20.4;0.54
28/06/2024;0.52;20.42;0.52
29/06/2024;0.42;20.96;0.51
30/06/2024;0.44;18.62;0.87
01/07/2024;0.65;19.55;0.79
02/07/2024;-999;20.45;0.81
03/07/2024;-999;20.18;0.64
04/07/2024;-999;18.48;0.85
05/07/2024;-999;19.58;0.6
06/07/2024;-999;20.32;0.52
07/07/2024;-999;19.94;0.91
08/07/2024;-999;20.25;0.54
09/07/2024;-999;20.16;0.66
10/07/2024;-999;18.7;0.72
11/07/2024;-999;19.48;0.91
12/07/2024;-999;-999;-999
13/07/2024;-999;-999;-999
14/07/2024;-999;-999;-999
15/07/2024;-999;19.69;1.05
16/07/2024;-999;19.83;0.95
17/07/2024;-999;18.85;1.09
18/07/2024;-999;19.3;1.25
19/07/2024;-999;19.37;1.05
20/07/2024;-999;20.22;0.77
21/07/2024;-999;20.79;0.9
22/07/2024;-999;20.28;1.2
23/07/2024;-999;20.26;1.16
24/07/2024;-999;19.99;1.21
25/07/2024;-999;19.98;1.36
26/07/2024;-999;20.15;1.04
27/07/2024;-999;20.65;0.88
28/07/2024;-999;20.45;1.08
29/07/2024;-999;19;0.88
30/07/2024;-999;19.26;0.8
31/07/2024;-999;19.4;0.91
01/08/2024;-999;19.3;0.63
02/08/2024;-999;20.45;0.64
03/08/2024;-999;20.44;0.53
04/08/2024;-999;19.9;0.49
05/08/2024;-999;19.2;0.52
06/08/2024;-999;19.7;0.66
07/08/2024;-999;20.25;0.52
08/08/2024;-999;20.52;0.6
09/08/2024;-999;20.87;0.64
10/08/2024;-999;20.32;0.56
11/08/2024;-999;19.52;1.32
12/08/2024;-999;19.69;0.77
13/08/2024;-999;21.03;0.71
14/08/2024;-999;21.3;0.65
15/08/2024;-999;21.16;0.5
16/08/2024;-999;21.36;0.5
17/08/2024;-999;21.12;0.34
18/08/2024;-999;20.57;0.75
19/08/2024;-999;19.75;0.96
20/08/2024;-999;17.99;1.14
21/08/2024;-999;20.02;0.82
22/08/2024;-999;20.37;0.45
23/08/2024;-999;19.55;0.82
24/08/2024;-999;19.75;0.53
25/08/2024;-999;19.73;0.77
26/08/2024;-999;19.51;0.66
27/08/2024;-999;18.97;1.49
28/08/2024;-999;17.32;1.2
29/08/2024;-999;17.9;1.21
30/08/2024;-999;19.01;0.87
31/08/2024;-999;19.76;0.84
01/09/2024;-999;21.13;0.75
02/09/2024;-999;20.61;0.92
03/09/2024;-999;19.67;0.95
04/09/2024;-999;19.68;1.04
05/09/2024;-999;19.68;1.01
06/09/2024;-999;20.19;0.89
07/09/2024;-999;20.05;0.74
08/09/2024;-999;19.93;0.65
09/09/2024;-999;19.67;1.04
10/09/2024;-999;19.81;0.71
11/09/2024;-999;20.09;0.88
12/09/2024;-999;19.84;1.11
13/09/2024;-999;19;1.1
14/09/2024;-999;18.44;1.24
15/09/2024;-999;18.89;1.29
16/09/2024;-999;19.38;1.66
17/09/2024;-999;18.8;2.2
18/09/2024;-999;18.59;1.88
19/09/2024;-999;19.18;1.4
20/09/2024;-999;18.9;1.82
21/09/2024;-999;18.93;1.14
22/09/2024;-999;19.7;0.95
23/09/2024;-999;19.66;0.82
24/09/2024;-999;19.94;0.56
25/09/2024;-999;20.62;0.67
26/09/2024;-999;20.94;0.72
27/09/2024;-999;21.18;0.6
28/09/2024;-999;20.31;0.46
29/09/2024;-999;19.9;0.56
30/09/2024;-999;20.44;0.89
01/10/2024;-999;21.01;0.68
02/10/2024;-999;21.01;0.65
03/10/2024;-999;20.46;0.61
04/10/2024;-999;20.75;0.82
05/10/2024;-999;19.55;0.74
06/10/2024;-999;19.66;0.52
07/10/2024;-999;19.95;0.45
08/10/2024;-999;20.08;0.52
09/10/2024;-999;20.37;0.71
10/10/2024;-999;20.65;0.67
11/10/2024;-999;20.46;0.67
12/10/2024;-999;20.05;0.56
13/10/2024;-999;20.04;0.89
14/10/2024;-999;18.98;0.91
15/10/2024;-999;18.93;1.03
16/10/2024;-999;20.38;0.79
17/10/2024;-999;20.27;0.76
18/10/2024;-999;18.87;0.8
19/10/2024;-999;17.85;1.03
20/10/2024;-999;18.61;1.21
21/10/2024;-999;19.33;1.18
22/10/2024;-999;19.41;0.98
23/10/2024;-999;20.15;0.91
24/10/2024;-999;20.37;0.9
25/10/2024;-999;20.25;0.81
26/10/2024;-999;20.26;1.06
27/10/2024;-999;19.96;1.3
28/10/2024;-999;20.7;1.16
29/10/2024;-999;20.43;0.8
30/10/2024;-999;19.74;1.03
31/10/2024;-999;19.49;0.83
01/11/2024;-999;19.55;0.99
02/11/2024;-999;19.71;1.02
03/11/2024;-999;19.89;0.81
04/11/2024;-999;19.79;0.79
05/11/2024;-999;18.59;0.8
06/11/2024;-999;19.1;0.84
07/11/2024;-999;19.59;0.76
08/11/2024;-999;19.86;0.68
09/11/2024;-999;19.15;0.68
10/11/2024;-999;19.75;0.52
11/11/2024;-999;19.99;0.52
12/11/2024;-999;19.89;0.59
13/11/2024;-999;20.46;0.76
14/11/2024;-999;20.62;0.58
15/11/2024;-999;20.27;0.45
16/11/2024;-999;20.8;0.62
17/11/2024;-999;20.34;0.74
18/11/2024;-999;20.76;0.91
19/11/2024;-999;19.4;0.95
20/11/2024;-999;19.99;0.97
21/11/2024;-999;19.99;1.02
22/11/2024;-999;20;0.55
23/11/2024;-999;20.17;0.45
24/11/2024;-999;19.5;0.5
25/11/2024;-999;20.63;0.41
26/11/2024;-999;20.15;0.72
27/11/2024;-999;19.49;0.84
28/11/2024;-999;19.23;0.62
29/11/2024;-999;19.89;0.58
30/11/2024;-999;20.04;0.75
